Nasa;Productnaam;Afdeling;Subafdeling;Actief;Gewicht;Kans14
60793;ah bio duitse biefstuk;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
531521;ah bio malse biefstuk;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
647005;ah exc ossenhaas;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
594650;ah exc ribeye;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
84387;ah exc ulti beefburger;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
830739;ah runder biefstukpuntjes;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
646769;ah runder hamburger 8st;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
646767;ah rundergehakt 300gr;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
780699;ah rundervink 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
792575;ah varken braadw catalaan;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
833964;ah varkens wien schnitzel;Vlees/Vis/Kip/Vega;Vlees;Ja;100;10
60848;ah bio hoh gehakt;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
695300;ah exc biefstukspiesjes;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
780707;ah grf beefburger jalapen;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
780698;ah runder braadworst 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
830846;ah runder soepvlees;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
830740;ah varkens nasi/bami;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
544142;ah varkensschnitzel natrl;Vlees/Vis/Kip/Vega;Vlees;Ja;81;9
11989;ah bbq bavette iers;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
67069;ah bbq tomahawk sw&smok;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
735400;ah bbq varkenshaassp;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
47235;ah bio varkenchipolata;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
708531;ah gemengd gehakt 500g;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
792588;ah grf rundergehakt 300gr;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
807535;ah runder reepjes naturel;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
787573;ah varkens boomstammetjes;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
780696;ah varkens verse worst;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
822313;ah varkenshaas 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
694497;ah varkensribeye naturel;Vlees/Vis/Kip/Vega;Vlees;Ja;64;8
11934;ah bbq hamburger spicey;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
60708;ah bio rundertartaar;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
842837;ah exc black angus burger;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
47238;ah gehaktballetjes kofte;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
780708;ah grf beefburger;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
527528;ah grf kogelbiefstuk;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
527531;ah grf magere runderlap;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
646771;ah runder hamburger;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
787893;ah varken braadw italiaan;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
41872;ah varkenssate vac;Vlees/Vis/Kip/Vega;Vlees;Ja;49;7
67588;ah bbq speklapjes smokey;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
609222;ah exc biefstuk 1 st;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
67578;ah exc diamanth chimichur;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
738260;ah grf beefburger bacon;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
564840;ah grf biefstuk 2 st;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
847859;ah grf rundergehakt 500gr;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
780706;ah mag rundergehakt 500gr;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
633385;ah rundergehakt 1000gr;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
738256;ah rundervink 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
738157;ah varkenshaas cul natur;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
738270;sg stoofvlees;Vlees/Vis/Kip/Vega;Vlees;Ja;36;6
67586;ah bbq procur biefs knofl;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
742668;ah diamanthaas;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
788063;ah gehaktschnitzel hongaa;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
55919;ah gev gehaktballen strog;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
637518;ah hertenbiefstuk;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
689643;ah oven beenham hong most;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
4811;ah oven varksh medaillons;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
572511;ah runder biefstuk 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
12000;ah runder kipgehakt;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
45865;ah rundergehakt 175 gram;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
646768;ah rundergehakt 500gr;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
47227;ah vark filetlap alm nat;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
803993;ah varkens shoarma 850gr;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
28378;ah varkenshaas 1st;Vlees/Vis/Kip/Vega;Vlees;Ja;25;5
67587;ah bbq speklap asian styl;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
695302;ah exc flat iron steak;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
55917;ah gev gehaktballen jus;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
527671;ah grf ribrunderlap iers;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
646778;ah hoh gehakt 500gr;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
780705;ah mag rundergehakt 300gr;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
695767;ah oven pulled pork;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
739636;ah oven varkensoester;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
43593;ah ribkarbonade 2 st;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
822306;ah speklap 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
792578;ah varken chipolata worst;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
781314;ah varken schnitz gepan;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
780701;ah varkens slavink 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
646764;ah varkensbraadworst 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;16;4
643807;ah bbq burger;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
67585;ah bbq entrecote paprika;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
67582;ah bbq partyburger;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
855883;ah bbq worst tuinkr vac;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
15524;ah bbq worst zaan jalap;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
60742;ah bio hamburger;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
60727;ah bio rundergehakt;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
60729;ah bio rundergehakt;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
47236;ah bio varkensschnitzel;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
701383;ah gekr shaslick spek vac;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
567550;ah gemengd gehakt 300g;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
780709;ah grf beefburger tomaat;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
830738;ah rund soepballetjes;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
780691;ah runder chipo worstjes;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
572516;ah runder kogelbiefst 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
646773;ah runder tartaar 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
647006;ah sch eendenborst;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
781315;ah schnitzel hongaars st;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
855885;ah sparerib pittig;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
855884;ah spareribs zoet;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
738255;ah varkens slavink 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
99673;ah varkenshaas gekruid;Vlees/Vis/Kip/Vega;Vlees;Ja;9;3
67562;ah bbq hamburger voorgeg;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
67592;ah bbq hotdog smokey spek;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
67584;ah bbq rundersteak smokey;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
855881;ah bbq worst naturel vac;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
61107;ah bbq worst smokey vac;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
742670;ah exc lamsfilet kruiden;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
816503;ah exc lamsrack;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
55918;ah gev gehaktballen sate;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
633454;ah knoflooksaus;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
646770;ah runder hamburger 4st;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
44143;ah schouderkarbonade;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
44711;ah speklap 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
780519;ah vark gehak cordon bleu;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
803992;ah varkens shoarma 500gr;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
646765;ah varkensbraadworst 2st;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
667699;sg vv shoarmareepjes;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
716482;tillman's xxl schnitzel;Vlees/Vis/Kip/Vega;Vlees;Ja;4;2
67593;ah bbq hotdog jalapeno;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
67579;ah bbq lava burg jalap;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
67580;ah bbq lava burg smokey;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
67583;ah bbq runderst chimichur;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
62753;ah bbq smokey hotdog vac;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
840767;ah exc nl lamskotelet gem;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
527675;ah grf rundersukade iers;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
682743;ah knoflooksaus;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
780535;ah runder gehaktbal 3st;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
53608;ah runderhart;Vlees/Vis/Kip/Vega;Vlees;Ja;1;1
739693;ah zalm op huid 1 st;Vlees/Vis/Kip/Vega;Vis;Ja;196;14
576660;ah zalmfilet op huid 2st;Vlees/Vis/Kip/Vega;Vis;Ja;169;13
537800;pd verse zeeuwse mosselen;Vlees/Vis/Kip/Vega;Vis;Ja;169;13
791961;ah bio verse zalm 175gr;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
63312;ah gerookte zalm 30%;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
545208;ah holl nw filet uitjes;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
527896;ah holl nw uitjes;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
798977;ah hollandse garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
601246;ah kp pangasiusfil tuinkr;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
92542;ah mosselgroenten;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
644993;ah sushi hosomaki;Vlees/Vis/Kip/Vega;Vis;Ja;144;12
708533;ah bio ger zalm min zout;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
611524;ah bio zalm op huid 175gr;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
659186;ah garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
686986;ah intens gerookte zalm;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
62089;ah kabeljauwhaasje 2st;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
686954;ah sushi edo;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
625751;ah zeewiersalade;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
701284;ft mosselen zeeuws;Vlees/Vis/Kip/Vega;Vis;Ja;121;11
99634;ah cocktail garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
686973;ah cocktailsaus;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
807063;ah ger bio zalm;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
633684;ah gerookte forelfilet;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
639312;ah gerookte sockeye zalm;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
742937;ah grote roerb garn knof;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
105582;ah holl nieuwe uitjes;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
687778;ah kabeljauw filet;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
687951;ah kabeljauwhaasje 1st;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
686936;ah sushi cali;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
686934;ah sushi sumire;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
687501;ah zalm op huid 4porties;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
530335;ah zalmfilet vvp;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
32916;ah zeebaars op huid;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
816619;fish tales sockey w zalm;Vlees/Vis/Kip/Vega;Vis;Ja;100;10
791962;ah bio verse zalm 275gr;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
32917;ah geelvintonijn;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
721966;ah gerookte zalm;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
52694;ah gerookte zalmforel;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
791891;ah pangasius citr/knof;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
12550;ah warmger zalmfilet;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
99631;ah zalmfilet 300gram;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
12556;ah zalmhaas gerookt;Vlees/Vis/Kip/Vega;Vis;Ja;81;9
68653;ah ger atka makreel;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
646661;ah gerookte zalmsnippers;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
686926;ah roerbakgarnalen knof;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
686927;ah roerbakgarnalen nat;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
807059;ah sushi uramaki;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
811810;ah tonijnsteak wit;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
552022;ah zalmfilet 170gram;Vlees/Vis/Kip/Vega;Vis;Ja;64;8
38712;ah bbq zalmspies gemarin;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
106632;ah fruits de mer;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
639705;ah gekookte mosselen;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
735995;ah gerookte zalm;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
106633;ah rivierkreeftjes;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
32907;ah roerb zalm pang gar zz;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
639249;ah surimi sticks;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
809035;ah toastzalm;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
44434;ft holl nieuwe kesb zuur;Vlees/Vis/Kip/Vega;Vis;Ja;49;7
38495;ah bbq coquilles gemarin;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
701282;ah bbq garn spies knof;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
639238;ah bio garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
69193;ah bio roerbakgarnalen;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
802142;ah blini cocktails;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
847044;ah cocktail garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
32914;ah doradefil roy op huid;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
521417;ah ger zalm flame roasted;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
508505;ah ger zalmblokjes;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
838489;ah gravad lachs;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
12557;ah kabeljauwschnitzel;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
823989;ah ravigotesaus;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
809046;ah zalmfilet a la minute;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
539456;ah zalmhaasje;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
713846;ft gerookte zalm 100 g;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
527800;olav's ger zalmfilet;Vlees/Vis/Kip/Vega;Vis;Ja;36;6
739635;ah gamba's gekookt;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
847043;ah grote garnalen;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
820757;ah mosselen 2 kg;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
32906;ah roerb zalm pang tuinkr;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
32912;ah sushi zalm;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
68649;zalmfilet smokey;Vlees/Vis/Kip/Vega;Vis;Ja;25;5
32933;ah bbq zeebaarsfilet;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
33073;ah kabeljauwballetjes;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
24900;ah kabeljauwfilet provenc;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
32927;ah krokante visfilet;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
820760;ah mosseldipsaus;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
12560;ah pangasiusfilet 1st;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
12559;ah pangasiusfilet 2st;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
639234;ah surimi flakes;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
32940;ah verse kreeftenbisque;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
823337;ah warmger zalm flakes;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
32926;ah zalmburger naturel;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
625752;ah zeekraal;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
32930;prem zeel oester zilt rob;Vlees/Vis/Kip/Vega;Vis;Ja;16;4
32935;ah bbq doradefilet royal;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
523708;ah garnalen 100gr;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
568247;ah geb kabeljauwburger;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
590209;ah gerookte zalm;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
639235;ah surimi sticks;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
772019;ah warmger zalmfilet;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
816631;ouwehand haringpart room;Vlees/Vis/Kip/Vega;Vis;Ja;9;3
620633;ah garnalen knoflook;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
590205;ah sandwich zalmplakken;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
32911;ah zalmblok voor pokebowl;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
69905;kibbeling;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
506936;ouw rolmops;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
506935;ouw zure haring;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
791971;p&d mosselkruiden;Vlees/Vis/Kip/Vega;Vis;Ja;4;2
38496;ah black tiger garn knofl;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
62346;ah gebakk lekkerbek;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
32928;ah krokante zalmburger;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
739692;ah pangasius mediterraans;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
32910;ah roerb visreep zz peper;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
32905;ah roerb zalmbl zz pep;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
32915;ah roodbaarsfilet op huid;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
43026;ah verse mosselen xl;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
12551;ah warmgerookt zalm peper;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
69884;ger hele haring;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
707126;p&d mosselen azijn;Vlees/Vis/Kip/Vega;Vis;Ja;1;1
842418;ah bio kipfilet 1 st;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
517712;ah bio kipfilet 2 st;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
810588;ah franse kipdijfilet;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
843852;ah franse kipfilethaasjes;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
805051;ah sch kip roerbak 500gr;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
35035;ah sch kipd blokjes;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
804647;ah sch kipf blk sate;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
731213;ah sch kipfilet ceas;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
731212;ah sch kipflakes keb;Vlees/Vis/Kip/Vega;Kip;Ja;196;14
843847;ah bio gerookte kipfilet;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
804460;ah bio kipfiletblokjes;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
804997;ah kiphaas blokjes 300gr;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
638199;ah sch kip;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
701237;ah sch kipgehakt;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
804876;ah sch krok kiphaas;Vlees/Vis/Kip/Vega;Kip;Ja;169;13
55855;ah kipburger minder vet;Vlees/Vis/Kip/Vega;Kip;Ja;144;12
803451;ah sch ger kipf plak;Vlees/Vis/Kip/Vega;Kip;Ja;144;12
804570;ah sch kipf blk thai;Vlees/Vis/Kip/Vega;Kip;Ja;144;12
35045;ah sch kipfilethaasjes;Vlees/Vis/Kip/Vega;Kip;Ja;144;12
35046;ah sch kipfiletreepjes;Vlees/Vis/Kip/Vega;Kip;Ja;144;12
